0,22,22,24,30,49,29,28,27,14,22,29,32,32,31,35,30,21,18,9,26,25,44,52,24,28,32,25,39,39,30,41,30,21,23,23,19,19,29,23,25,29,25,4,30,36,34,14,36,27,44,45,29,25,21,6,31,43,38,30,18,24,37,32,25,24,35,34,19,23,47,16,24,28,29,25,16,21,24,36,31,33,26,25,40,36,17,28,32,38,39,26,32,25,28,46,18,28,24,27,33,39,23,40,24,27,43,25,57,32,30,19,29,22,25,26,37,38,25,31,37,31,16,29,24,24,30,22,29,33,26,30,35,34,24,27,36,31,28,32,30,32,29,28,24,24,29,19,38,31,33,41,22,29,32,26,35,28,33,29,42,43,33,43,28,39,47,27,30,26,40,30,30,36,40,25,32,32,39,55,31,28,37,32,40,25,31,25
22,0,6,25,19,59,18,35,22,26,24,31,37,18,27,39,22,27,4,27,34,29,32,54,27,24,42,23,44,36,32,34,41,21,26,13,23,20,8,1,29,25,25,24,23,43,38,28,36,23,44,44,30,34,15,25,28,45,36,25,23,16,42,34,7,16,28,42,18,20,50,20,18,42,30,18,14,20,32,27,21,36,28,21,42,40,26,17,16,36,44,34,34,29,17,51,31,2,14,16,37,42,33,39,24,35,42,27,51,39,19,25,22,24,22,15,26,43,37,24,42,37,20,18,33,21,38,17,21,18,29,17,32,38,15,31,38,21,16,13,18,38,17,16,24,16,22,25,34,20,14,35,17,18,23,14,29,33,33,22,42,41,37,37,30,37,43,21,21,22,37,19,34,37,40,22,30,16,39,53,16,2,41,35,27,17,43,28
22,6,0,27,19,51,24,35,19,18,26,29,37,19,29,31,22,29,8,24,22,22,40,52,27,17,40,22,40,40,32,38,34,19,30,13,25,16,10,1,22,18,29,28,24,41,45,28,36,17,44,44,36,36,13,24,30,45,30,19,20,17,44,38,7,16,28,40,22,20,51,16,14,40,28,18,14,16,30,29,17,40,23,19,38,40,20,18,17,34,45,36,34,27,13,51,32,2,14,16,37,45,35,37,20,35,42,25,51,37,16,25,20,22,22,16,30,41,31,21,46,37,22,16,35,28,38,15,16,17,23,18,33,42,15,27,37,21,17,13,19,29,17,17,18,20,18,25,30,21,17,39,15,19,17,13,33,35,27,21,42,48,41,33,31,33,45,18,23,18,43,18,33,35,40,22,25,17,37,55,16,8,41,37,26,13,39,27
24,25,27,0,34,56,24,34,37,24,29,24,20,38,25,16,39,28,31,34,38,29,35,51,37,36,38,24,39,32,10,46,32,34,29,32,27,32,34,26,29,38,10,31,38,39,32,28,39,31,41,34,36,39,28,34,37,43,32,42,24,32,44,41,33,30,2,30,25,34,46,29,35,25,39,34,29,36,31,14,38,14,34,38,38,34,23,34,38,25,40,35,27,25,36,46,28,29,28,34,28,49,34,28,33,26,30,18,47,48,41,26,40,27,35,34,37,32,37,39,16,25,32,41,34,32,40,25,40,38,29,39,38,34,36,30,24,38,37,28,38,40,33,36,35,32,36,26,38,37,35,8,25,37,41,34,30,36,26,42,40,50,33,37,27,37,38,37,40,33,46,36,33,24,41,35,30,36,43,58,39,33,36,26,38,33,37,37
30,19,19,34,0,60,23,30,17,22,30,36,41,19,38,46,4,25,17,24,30,22,49,58,22,6,46,21,38,43,42,42,40,23,22,14,25,20,17,19,22,20,33,29,14,47,42,28,40,29,54,51,38,34,23,26,37,47,47,36,22,6,44,40,28,21,35,48,35,15,54,23,19,46,29,3,23,21,26,37,14,49,26,10,48,43,23,12,20,44,46,36,44,36,39,45,27,19,26,21,45,50,36,45,33,36,49,37,60,41,10,26,6,21,13,8,36,49,37,18,48,39,21,4,36,37,39,26,8,7,28,4,34,41,9,34,41,20,2,34,6,26,10,2,21,19,19,26,42,14,18,41,26,19,8,13,39,30,38,10,53,49,41,45,32,41,48,10,5,28,47,17,29,41,42,13,39,17,33,61,2,17,46,43,13,13,39,29
49,59,51,56,60,0,57,49,53,60,47,44,38,59,46,34,63,54,47,49,52,46,58,66,48,48,48,46,44,58,39,26,61,52,49,55,60,56,61,56,46,58,46,52,47,50,37,53,53,48,42,50,39,53,54,59,42,46,59,34,45,56,57,42,48,54,52,50,48,48,54,52,62,61,49,63,62,59,58,44,51,36,56,56,56,58,56,51,60,53,50,35,55,48,42,16,45,55,53,60,52,50,42,48,56,53,40,54,58,37,53,50,54,61,55,62,52,42,30,54,41,49,65,60,43,55,52,54,47,61,61,61,63,35,57,53,40,60,61,48,63,57,58,62,58,61,55,50,53,64,62,44,54,67,52,53,41,52,47,46,62,31,34,30,48,42,26,57,48,60,28,60,44,36,64,55,53,61,56,62,61,63,36,37,54,55,54,58
29,18,24,24,23,57,0,35,25,28,30,33,38,25,34,42,21,24,18,32,19,28,40,55,29,23,39,29,47,39,39,21,41,15,24,15,15,6,23,17,29,28,30,22,20,41,46,23,42,28,53,48,40,37,15,31,36,47,41,38,29,25,39,37,23,15,34,41,39,26,57,26,13,35,11,20,13,2,29,36,28,44,24,23,43,40,25,24,27,33,45,40,47,30,31,45,32,18,22,17,47,57,38,35,29,27,50,33,56,36,28,17,19,7,20,22,25,43,27,31,43,35,2,21,38,35,17,12,27,20,11,22,37,46,23,27,36,30,23,26,22,34,21,21,11,3,28,17,42,25,25,47,12,26,25,21,35,35,33,21,52,34,46,43,34,43,45,26,19,26,37,25,17,38,39,20,40,27,39,49,25,20,45,37,29,17,36,26
28,35,35,34,30,49,35,0,35,8,31,31,40,37,41,40,36,23,28,9,31,7,45,54,6,36,44,7,24,42,34,40,10,30,15,30,30,28,28,28,7,31,34,24,32,43,37,29,31,31,48,49,8,23,33,31,41,47,37,39,7,35,37,9,31,31,33,44,18,33,52,16,35,37,36,35,30,25,21,30,36,46,31,30,52,43,32,31,43,51,52,28,40,34,41,50,6,30,33,21,39,35,33,51,35,32,46,28,63,40,30,29,33,32,30,37,42,43,31,38,52,36,33,36,33,24,39,28,34,38,29,32,28,37,36,35,36,36,30,31,36,26,28,30,35,26,33,29,30,39,37,37,28,36,32,33,42,1,43,40,47,47,37,34,28,35,43,28,35,34,32,36,36,42,37,30,32,36,40,57,30,34,43,29,31,30,31,32
27,22,19,37,17,53,25,35,0,28,34,39,46,8,37,46,19,28,14,31,36,29,46,58,29,19,51,29,44,43,40,47,40,17,28,21,27,21,25,23,29,4,38,27,19,51,43,29,40,33,55,51,39,30,17,26,39,53,48,31,29,11,41,43,23,24,40,49,39,17,55,25,27,45,35,20,26,27,28,38,17,49,23,18,46,47,25,16,13,49,53,36,49,36,36,52,31,21,20,26,49,47,38,48,32,39,51,38,57,39,18,23,16,26,9,19,37,49,40,4,45,43,30,20,38,40,41,29,15,16,32,19,39,41,12,36,40,4,13,31,16,32,17,13,27,22,2,23,42,22,8,46,29,14,15,9,39,34,40,20,55,41,42,45,33,43,47,18,17,35,49,6,44,46,40,11,44,14,38,62,12,27,48,47,23,9,39,24
14,26,18,24,22,60,28,8,28,0,20,38,39,31,30,42,32,13,16,10,33,1,35,55,17,28,39,17,21,38,40,42,41,19,9,21,25,30,28,32,17,23,26,14,37,40,39,17,26,37,55,49,9,18,19,22,42,43,36,31,1,28,36,11,30,30,32,41,15,26,56,10,22,39,25,27,30,20,14,36,35,36,21,31,39,41,16,25,31,45,46,25,39,29,35,47,19,22,27,27,39,35,22,45,32,33,45,25,62,39,27,22,28,31,20,27,41,43,13,29,44,35,24,30,23,31,39,20,31,27,28,29,29,40,28,30,41,25,30,33,28,22,24,22,29,23,23,22,25,34,32,34,20,29,32,22,35,23,36,32,55,46,40,40,25,36,44,29,30,28,25,29,36,42,29,19,38,27,42,61,26,26,45,39,32,22,32,23
