0,20,20,12,22,29,14,18,30,7,2,15,16,28,15,18,25,9,10,9,14,8,18,34,8,23,20,8,24,24,16,25,24,9,8,13,6,6,24,11,8,28,10,4,22,20,17,2,16,20,26,26,16,14,13,4,19,28,16,24,8,25,34,18,12,12,14,20,15,25,26,6,11,26,14,20,11,5,8,15,21,24,19,22,18,24,9,16,28,20,24,9,14,15,24,23,14,20,14,12,19,30,11,24,12,17,24,12,35,26,20,10,23,11,18,21,20,20,18,25,24,11,10,21,11,15,20,17,25,25,12,19,20,17,21,17,16,24,26,18,20,18,24,22,9,7,28,10,12,30,27,16,17,30,25,19,15,18,13,23,26,26,17,21,13,24,17,25,23,12,27,29,20,23,24,18,20,27,18,35,26,17,17,23,23,21,9,26
20,0,2,18,10,42,22,21,15,15,10,19,29,18,17,30,10,21,4,17,19,15,38,48,15,14,28,15,31,37,30,32,29,12,15,18,19,19,4,1,15,16,29,23,10,29,32,24,24,9,39,34,22,23,12,17,26,30,36,13,15,13,36,24,7,13,22,28,19,12,39,19,14,38,20,9,14,22,22,21,14,36,23,10,38,37,12,14,14,24,32,29,34,17,13,36,17,2,17,14,28,38,28,28,18,19,36,15,44,32,11,8,10,20,9,10,23,29,26,15,36,27,24,14,28,16,25,6,11,11,23,12,30,30,11,21,30,16,9,7,14,26,9,10,15,20,16,8,24,20,14,30,6,19,13,12,19,21,19,15,38,32,30,27,26,27,30,11,14,10,30,17,26,25,32,9,22,13,30,44,9,2,30,30,15,8,29,23
20,2,0,18,10,42,16,31,17,21,10,19,25,20,17,29,10,23,6,21,20,21,40,48,24,15,28,21,33,37,32,33,34,5,19,10,19,20,6,1,21,18,31,21,10,29,32,23,25,7,39,34,25,23,6,17,25,30,38,13,21,10,35,27,7,14,28,28,19,17,39,21,12,34,21,9,18,21,24,21,14,38,23,10,40,37,16,9,17,24,32,31,34,17,13,36,23,2,15,15,28,38,28,28,9,19,38,15,44,32,12,9,14,22,9,10,26,29,26,16,36,27,22,13,28,16,26,6,19,10,26,11,31,28,11,21,29,14,12,7,13,24,9,10,16,21,14,9,27,18,16,32,6,19,17,13,19,29,19,16,40,33,30,27,29,27,25,12,15,10,34,18,25,21,34,9,16,15,30,44,9,4,27,30,14,10,31,23
12,18,18,0,27,30,19,20,32,16,12,12,8,32,8,8,29,10,15,16,15,17,18,31,17,28,14,17,24,19,6,26,22,14,17,18,14,14,20,17,17,31,2,13,27,19,18,13,19,24,27,27,17,19,12,11,17,27,20,24,17,29,37,20,19,15,2,16,15,27,27,14,12,20,15,24,11,18,14,10,25,12,30,25,18,19,12,26,29,12,25,12,16,14,25,24,23,18,21,15,23,32,14,17,20,11,14,2,32,26,25,10,32,11,24,26,20,21,18,33,12,13,18,25,15,18,19,15,31,25,14,23,23,20,27,16,8,32,31,23,23,19,21,27,15,15,31,10,18,35,32,8,15,35,34,27,12,20,12,27,22,27,18,18,9,18,18,28,28,12,27,33,21,15,24,24,19,25,20,28,31,18,18,17,28,27,11,30
22,10,10,27,0,43,19,28,18,22,21,29,33,18,27,33,4,22,13,20,21,20,36,46,20,6,36,19,30,37,33,29,31,14,18,10,21,17,14,13,20,15,27,22,8,36,31,23,28,19,40,42,22,26,11,25,25,40,36,25,20,4,37,24,19,20,29,36,24,11,42,20,17,36,19,3,19,21,22,27,8,39,26,10,36,37,20,12,19,36,40,25,36,27,25,37,24,16,18,17,36,38,27,36,21,29,39,27,47,33,6,16,6,19,9,4,27,36,27,15,39,31,23,2,27,30,27,17,8,4,25,4,26,33,3,28,33,18,2,19,8,24,6,2,17,15,17,16,28,13,14,33,17,15,8,7,27,28,28,10,42,29,33,33,27,38,31,10,5,25,29,15,25,31,28,9,30,18,27,47,2,14,33,31,5,7,31,26
29,42,42,30,43,0,35,36,52,33,31,20,28,50,30,28,46,38,42,35,34,35,31,34,36,40,33,35,33,30,28,35,40,34,36,37,32,36,42,40,35,51,30,33,43,19,30,31,32,34,15,27,34,37,33,39,35,25,31,30,35,45,43,38,38,38,32,32,34,45,15,36,32,29,33,46,32,32,38,26,39,24,48,39,29,30,39,41,52,33,17,33,33,30,30,10,36,43,34,36,31,32,30,31,40,32,24,30,28,36,46,32,43,36,42,44,36,17,28,52,24,29,32,46,31,37,34,36,39,47,35,45,43,21,45,32,28,50,45,32,47,41,44,44,38,37,51,32,32,52,49,28,36,53,45,40,22,35,17,43,29,35,18,28,26,34,14,47,42,39,28,52,35,24,42,42,38,53,30,28,44,41,14,24,43,45,31,48
14,22,16,19,19,35,0,26,24,9,13,23,25,24,17,25,22,15,14,17,11,10,28,36,10,21,26,10,24,26,25,27,31,11,10,9,11,2,21,15,10,28,19,5,22,26,25,11,21,17,32,32,16,19,13,14,23,27,28,22,10,20,32,18,17,14,24,26,19,22,32,7,16,28,11,18,12,2,16,18,23,31,17,14,26,26,15,12,30,28,30,14,23,16,22,29,16,22,17,11,24,32,11,26,15,22,31,15,37,23,15,12,25,3,19,21,21,26,17,25,31,23,6,13,11,21,15,13,27,20,16,20,22,22,20,20,25,22,21,16,18,18,20,18,7,3,28,12,21,27,29,25,13,27,23,15,22,26,19,16,32,25,22,23,18,30,23,15,21,17,28,24,21,24,22,19,21,26,27,37,21,19,23,24,19,18,23,23
18,21,31,20,28,36,26,0,31,7,24,23,25,34,21,23,34,27,25,9,20,7,31,41,6,31,32,7,32,29,23,32,7,24,7,21,22,23,31,30,7,30,20,16,29,28,27,19,27,26,30,29,7,16,21,21,26,35,33,27,7,24,38,15,26,27,22,33,13,23,30,8,28,30,24,29,28,22,26,24,24,29,25,24,31,29,27,24,35,33,29,14,32,21,27,27,4,33,25,28,29,25,21,29,25,19,31,14,36,35,25,26,31,17,24,25,23,28,26,30,29,28,20,26,24,23,23,25,30,32,19,33,25,22,30,19,21,28,28,26,28,18,26,28,24,16,30,26,27,36,39,25,25,35,24,25,20,1,22,33,34,33,21,20,14,18,21,22,31,28,35,35,27,23,27,24,29,34,20,36,28,20,21,23,24,24,23,34
30,15,17,32,18,52,24,31,0,25,29,34,44,8,33,45,14,27,14,27,29,24,41,49,25,20,46,23,42,42,38,42,40,17,28,19,28,27,22,16,24,7,31,26,21,46,42,27,33,30,47,49,35,34,18,25,36,50,40,32,23,11,39,39,22,25,34,45,35,16,52,21,26,44,27,20,26,29,27,32,19,47,21,14,43,44,26,16,10,43,50,36,47,32,32,46,25,17,20,23,43,47,34,43,25,35,45,29,57,43,19,19,16,30,9,19,35,45,37,4,45,42,30,15,34,33,35,19,17,20,31,17,38,40,12,37,43,6,12,28,13,38,14,13,29,29,5,20,33,12,8,45,18,6,19,9,31,30,36,20,48,42,40,42,33,46,39,17,20,25,42,6,36,42,42,11,33,14,40,58,11,17,42,42,22,9,35,20
7,15,21,16,22,33,9,7,25,0,12,17,21,28,17,25,28,13,16,2,20,1,26,36,1,26,28,1,17,26,25,30,13,15,1,14,10,10,24,20,1,22,12,9,25,22,17,9,25,21,28,32,9,16,14,13,24,30,26,26,1,18,33,11,19,18,21,28,13,15,28,2,18,28,14,24,18,5,9,17,26,31,17,17,26,26,14,16,29,28,26,14,25,17,26,25,3,23,16,18,26,27,16,26,14,18,31,14,37,32,23,18,26,12,17,19,26,22,25,23,31,21,8,20,16,26,26,18,29,25,15,24,21,21,24,18,17,22,27,20,22,18,23,22,10,8,22,18,26,30,28,23,18,27,26,16,17,7,15,25,34,31,21,23,8,24,19,18,26,18,33,26,25,25,25,17,26,26,20,37,27,15,19,25,20,18,20,21
