0,100,43,34,10,23,39,34,38,23,16,46,35,23,44,29,42,26,14,21,13,41,12,26,15,40,43,16,21,27,11,15,15,20,70,6,23,36,48,17,42,10,16,52,27,19,8,17,8,19,14,40,25,58,36,43,25,28,49,12,18,37,47,6,29,68,16,22,36,16,15,8,31,21,38,40,38,12,65,23,12,28,10,6,28,29,33,53,10,23,14,10,24,24,10,41,11,63,13,32,8,43,24,14,70,76,10,54,50,17,35,27,12,10,23,48,25,34,48,6,25,16,40,14,6,10,136,23,55,52,10,23,62,36,12,48,24,27,12,14,21,32,33,15,33,34,21,19,10,23,25,30,27,10,31,57,24,29,36,19,27,8,39,21,8,33,47,17,19,61,26,52,35,40,49,45,13,49,8,19,17,49,10,29,30,41,70,19,12,25,42,46,14,108,19,15,39,61,32,34,35,12,31,39,37,10,24,8,47,36,21,44,29,36,47,39,23,24,18,17,58,29,16,21,92,32,23,34,36,23,38,34,42,19,16,40,29,22,43,46,25,12,21,36,34,41,94,44,33,33,31,39,25,43,27,36,12,38,25,38,43,12,37,6,44,40,36,40,43,44,38,32,10,58,37,24,8,15,33,38,26,57,39,24,32,15,8,19,8,19,21,22,12,16,30,16,11,12,47,37,26,21,28,21,33,19,33,26,19,27,8,33,24,110,20,46,17,16,44,34,33,14,24,14,17,21,29,25,19,21,28,14,15,16,40,10,10,19,40,9,29,27,93,23,29,32,19,32,8
100,0,94,100,97,97,99,101,105,93,102,90,101,95,104,104,101,95,98,91,99,101,99,97,99,102,102,100,103,103,99,99,100,99,104,97,98,99,99,96,101,99,100,97,97,101,97,97,99,101,98,101,92,99,104,101,98,98,99,101,101,82,95,97,100,95,100,99,102,95,99,98,93,95,104,105,104,98,102,95,97,94,97,97,103,95,100,95,95,97,96,102,99,95,99,106,100,101,98,99,99,101,97,97,103,101,98,104,95,100,94,101,98,97,98,104,91,91,100,98,99,100,106,98,96,98,123,101,101,104,98,103,106,101,102,85,96,99,96,101,99,98,99,95,102,105,93,103,100,99,99,96,100,101,100,93,103,93,97,92,86,99,100,96,98,96,95,96,94,101,102,90,104,101,99,90,97,107,99,96,97,93,97,97,103,98,103,93,98,96,89,95,101,111,101,98,106,96,95,95,97,99,97,102,101,101,96,99,112,102,100,96,99,99,104,96,95,95,101,97,101,102,100,95,113,96,96,98,97,97,95,94,107,98,100,98,101,99,102,91,101,98,98,97,102,102,101,106,102,101,100,97,94,100,97,98,98,95,97,92,87,99,100,97,97,100,99,96,103,108,97,99,99,90,91,94,100,94,99,87,85,106,99,98,92,95,99,94,98,99,95,99,100,100,99,100,99,98,102,95,99,96,96,100,100,97,96,101,103,93,98,99,100,103,96,103,95,92,94,98,99,97,100,99,97,97,104,96,98,100,96,96,99,102,101,98,98,92,106,99,100,101,100,101,100,105,96,99,100
43,94,0,30,39,33,38,45,36,42,36,42,39,41,30,43,37,38,39,39,46,33,43,46,37,47,46,36,39,42,41,38,36,40,74,43,41,31,48,35,49,39,37,48,36,38,42,44,44,40,40,39,38,49,49,32,36,36,45,44,41,43,42,43,40,62,36,41,41,42,39,41,41,38,36,33,36,41,63,38,39,32,39,39,46,42,45,52,38,34,41,39,37,41,41,38,40,59,41,31,44,39,34,40,56,72,40,47,55,44,36,37,44,43,40,31,39,43,53,43,43,40,46,39,43,40,137,44,60,38,40,47,69,43,45,30,38,43,43,46,38,40,51,39,41,43,34,40,43,37,42,28,40,43,47,45,42,43,30,41,42,44,17,38,43,36,44,42,36,61,44,46,19,42,43,44,43,56,41,34,37,49,41,47,35,42,65,36,42,39,32,45,41,107,38,34,38,56,36,41,36,43,44,49,48,43,46,44,47,27,38,42,43,40,48,46,36,44,46,44,54,43,36,42,88,40,43,37,47,43,38,45,40,34,40,45,46,41,44,49,46,44,41,36,43,39,84,53,41,42,38,42,45,16,40,37,44,38,36,39,17,43,39,40,36,46,42,45,45,44,39,40,41,58,41,33,42,39,41,36,39,52,41,40,41,40,44,37,43,39,35,41,40,43,37,40,42,41,50,27,31,36,41,42,35,36,39,46,45,44,43,45,47,109,41,48,40,39,43,37,44,38,39,42,37,37,43,41,36,39,37,42,39,47,40,40,42,37,48,38,42,44,95,40,36,46,32,44,44
34,100,30,0,33,33,29,26,43,32,33,42,29,33,41,27,34,34,33,32,34,18,33,42,29,38,40,28,27,32,34,32,31,30,64,33,35,31,47,30,51,32,31,47,28,32,34,32,35,27,34,30,35,56,39,36,29,31,49,36,36,39,44,33,32,59,29,36,37,32,31,32,33,32,26,39,27,31,60,33,32,29,32,33,35,35,29,54,34,32,31,32,27,30,33,46,32,57,35,32,35,34,30,33,62,76,34,52,52,32,35,33,36,32,30,49,25,40,43,34,33,33,41,34,33,34,138,31,54,53,32,38,58,28,35,45,36,33,35,36,32,33,40,33,33,30,34,37,36,28,35,34,34,34,38,41,37,30,33,37,31,35,20,35,33,28,35,33,32,63,34,50,26,35,50,42,35,54,34,34,32,52,30,29,14,41,65,32,35,34,41,45,35,106,33,32,12,57,34,24,31,33,35,42,37,34,37,35,51,27,27,38,37,32,50,42,32,32,37,32,56,28,33,34,84,34,35,33,38,32,36,29,32,27,31,33,36,36,45,50,34,36,36,35,25,38,89,47,36,29,29,28,38,16,29,25,36,36,30,32,24,33,32,32,48,44,37,46,45,34,37,33,36,59,33,20,33,31,35,32,37,39,45,37,36,33,35,33,33,31,35,35,30,35,29,35,35,34,49,14,27,35,33,34,38,28,24,39,33,30,33,34,40,113,32,32,32,34,38,27,33,33,27,37,33,33,27,22,28,29,27,38,31,38,30,33,35,29,41,33,34,32,97,30,34,25,27,30,34
10,97,39,33,0,20,36,33,40,20,11,46,34,19,37,30,38,26,9,18,10,41,6,25,15,38,38,16,14,24,6,11,13,18,66,5,23,31,46,15,41,4,13,47,25,16,8,16,9,15,12,37,21,54,34,41,25,29,48,11,18,33,43,4,29,64,16,17,33,14,13,6,26,22,37,37,37,12,60,19,8,24,5,7,23,26,35,51,7,21,10,2,18,17,6,43,6,61,9,31,8,42,23,13,66,74,4,54,44,16,34,27,9,5,19,48,24,30,47,7,21,13,40,9,8,4,135,16,56,53,5,17,61,33,5,48,19,27,8,11,19,34,33,8,32,31,21,22,7,19,20,25,22,4,28,54,21,25,32,19,23,9,38,20,4,27,46,12,19,61,20,48,31,41,43,40,6,50,6,21,15,49,9,23,30,39,67,15,6,20,36,43,12,106,21,12,34,58,34,34,32,7,29,38,37,4,23,8,43,31,16,41,25,32,47,37,22,20,20,17,53,22,11,19,90,34,22,32,36,17,33,34,42,18,14,40,28,17,38,42,19,9,21,37,34,38,94,39,31,33,31,40,21,45,21,36,9,33,19,35,39,7,35,6,40,37,33,40,44,42,36,23,8,55,36,21,2,14,29,35,22,56,38,20,28,13,8,16,4,15,18,15,12,18,31,12,5,8,45,35,27,21,25,19,29,19,34,24,15,27,3,31,22,109,19,45,12,12,43,31,30,6,19,8,17,17,30,27,18,22,22,7,14,13,36,8,4,18,37,6,26,26,91,19,27,33,18,32,7
23,97,33,33,20,0,30,28,32,18,17,41,29,9,40,22,42,12,20,9,21,38,23,33,22,42,42,11,10,15,21,19,11,21,66,20,20,31,38,15,48,20,15,41,16,15,18,7,21,10,19,39,14,54,35,40,12,14,39,22,25,36,45,20,18,60,11,25,34,21,22,21,23,18,39,40,39,21,59,14,17,17,18,22,22,23,25,39,19,12,16,19,5,5,17,41,19,62,17,29,21,40,12,21,65,69,22,44,43,16,21,12,21,23,9,44,11,36,38,23,10,19,42,23,19,23,131,6,51,52,20,25,57,24,23,47,20,27,19,21,15,26,18,18,25,22,11,19,20,9,17,15,14,19,15,58,21,13,19,20,24,21,33,21,21,32,35,17,6,53,26,50,29,32,45,40,16,48,21,20,12,50,21,17,26,32,66,15,22,15,26,39,21,107,25,8,42,57,27,29,23,23,23,43,37,19,20,21,49,24,17,41,24,35,41,29,19,23,25,15,50,7,23,22,80,24,13,18,38,15,31,37,39,17,11,35,21,25,47,49,22,21,22,36,29,35,92,46,14,22,27,34,21,33,26,28,21,31,18,33,37,23,22,21,39,44,27,35,43,45,36,29,22,59,23,16,20,11,13,32,27,58,34,23,36,18,21,12,21,10,17,13,21,19,19,20,19,20,45,33,27,18,8,4,18,9,27,26,25,15,21,31,28,109,20,43,22,21,38,27,18,20,15,19,12,13,22,18,11,13,27,25,15,25,32,22,23,10,44,20,15,6,83,15,25,34,13,28,21
39,99,38,29,36,30,0,39,42,32,35,24,39,29,36,40,42,32,33,34,39,30,38,42,35,44,44,30,26,33,40,34,32,34,67,38,34,25,39,35,47,38,34,51,28,30,38,38,40,36,39,39,34,38,24,24,30,32,40,39,31,33,41,38,37,68,31,38,25,33,36,36,25,36,33,43,34,37,55,25,36,31,36,38,35,32,33,44,35,29,36,37,33,31,37,41,39,62,35,36,40,36,37,33,62,65,35,39,36,36,17,41,39,38,24,52,31,42,42,39,27,36,41,37,38,35,129,24,52,48,36,42,53,33,39,38,35,35,34,42,34,33,33,36,35,41,35,42,39,28,36,29,26,39,42,50,35,31,34,33,33,40,27,42,39,35,44,31,34,61,29,46,31,39,45,35,32,49,38,36,37,46,36,27,33,38,56,36,35,25,35,47,36,99,32,35,43,60,36,28,25,38,31,41,42,39,37,40,52,15,29,47,35,14,39,30,40,38,37,34,55,25,34,36,93,25,33,17,40,25,24,31,37,30,33,36,38,38,42,40,41,39,34,32,30,38,82,47,27,22,39,30,30,38,27,15,39,24,33,28,33,38,34,35,39,41,45,36,42,31,20,33,38,55,10,34,39,33,30,28,32,53,23,35,32,34,40,35,39,41,36,29,40,36,36,34,35,38,53,37,38,29,37,32,37,30,27,39,36,34,39,42,42,108,33,16,36,35,25,33,20,37,35,39,33,40,39,35,32,32,35,37,33,43,31,37,37,37,45,37,36,34,95,29,38,33,34,35,40
34,101,45,26,33,28,39,0,34,33,31,47,15,29,26,10,48,35,34,30,32,39,33,40,28,43,46,23,26,32,32,35,32,36,68,32,30,30,49,29,53,30,32,45,35,31,34,26,34,28,32,40,35,49,37,29,31,29,51,33,32,36,47,32,36,65,23,36,34,32,34,32,29,35,34,43,34,28,48,28,34,23,31,32,34,32,27,48,33,28,34,32,33,33,32,23,32,59,34,28,34,41,28,31,68,63,32,48,49,33,36,31,33,33,23,50,24,37,50,33,31,33,46,33,31,32,113,28,52,49,31,37,62,33,34,43,36,28,33,36,29,22,33,34,29,27,31,31,34,33,35,31,31,34,35,57,33,27,31,26,30,34,37,27,33,32,41,32,27,55,28,55,36,32,29,47,33,51,32,26,31,55,32,34,29,28,64,27,34,29,23,46,34,112,30,32,36,48,20,26,39,35,23,39,39,34,40,34,50,27,33,41,36,29,46,43,37,28,34,32,63,23,25,32,81,20,35,36,35,26,26,37,37,32,31,37,33,36,49,55,39,33,31,43,36,31,95,46,27,30,32,16,35,34,33,27,33,26,31,45,49,35,38,31,47,47,19,45,44,37,27,32,33,58,40,31,33,23,25,45,36,59,39,27,38,33,34,30,33,27,27,31,29,34,15,35,35,34,47,25,33,32,25,24,37,27,34,32,32,29,33,26,34,108,32,38,34,34,38,34,40,34,34,31,29,36,9,37,25,29,31,35,30,36,36,32,32,23,49,33,39,26,98,24,27,34,32,16,32
38,105,36,43,40,32,42,34,0,37,36,49,39,34,30,36,36,39,38,38,40,37,39,46,34,44,46,35,35,40,41,39,36,38,77,37,43,38,51,29,58,37,37,48,32,32,40,37,34,38,38,40,39,58,44,49,35,39,52,37,39,41,46,39,39,70,35,43,45,39,36,39,37,33,28,32,28,36,59,38,40,37,40,38,47,47,36,55,38,34,41,36,34,36,41,37,37,68,42,35,36,39,32,39,70,71,38,56,50,31,42,37,37,36,34,26,34,34,53,39,37,37,51,42,39,36,138,36,55,54,40,42,65,36,39,53,38,23,39,40,35,33,39,40,39,37,37,39,40,34,41,39,42,36,43,60,43,35,36,34,40,40,38,35,36,34,42,38,34,57,37,56,25,37,50,49,42,59,39,34,35,48,37,39,39,33,71,32,36,39,46,44,41,110,34,30,30,58,37,34,38,34,37,42,40,36,43,40,54,31,37,42,40,43,51,36,38,39,44,33,64,43,38,41,84,37,35,44,42,38,32,42,42,38,37,38,39,43,46,56,43,37,39,42,44,43,86,48,41,40,38,43,44,38,39,39,37,32,35,46,41,34,34,38,42,40,39,40,43,48,47,40,36,59,40,34,39,36,39,46,39,58,42,40,42,40,35,36,36,34,35,41,33,39,36,43,42,42,49,43,36,37,37,35,34,38,39,44,41,38,39,42,47,116,40,52,33,42,50,41,43,38,41,39,27,35,36,37,32,35,33,40,34,41,39,37,36,40,49,40,43,41,91,36,36,43,34,39,40
23,93,42,32,20,18,32,33,37,0,22,45,30,15,41,28,42,20,20,16,23,39,22,31,23,34,41,20,18,23,20,23,18,20,68,22,18,31,44,21,45,19,14,50,25,11,23,14,20,21,20,33,23,58,38,43,10,20,47,25,19,32,40,18,25,66,20,12,32,17,23,18,33,4,38,40,38,22,66,16,21,20,18,19,29,24,33,51,17,21,21,21,15,20,21,41,19,57,21,24,20,34,23,20,70,76,18,56,51,16,33,18,21,22,22,45,17,26,44,19,20,11,41,20,22,18,140,19,54,41,20,21,60,32,21,43,21,25,21,26,21,29,25,21,29,29,16,21,23,16,27,30,28,21,31,50,15,26,37,21,25,20,37,22,21,32,46,16,12,62,27,47,35,38,45,35,20,46,20,21,21,44,20,29,33,40,72,18,24,17,35,41,22,105,21,20,41,65,30,32,36,22,31,35,32,21,22,22,47,35,18,41,23,35,43,37,17,12,21,20,54,25,18,19,85,30,18,35,28,20,32,34,34,22,15,30,29,12,43,49,15,21,16,34,34,41,90,44,33,30,31,36,16,40,23,34,21,32,25,37,41,22,33,18,42,45,36,36,39,46,36,32,20,52,38,16,19,21,32,37,29,55,35,20,37,20,22,17,21,24,13,8,22,20,26,18,22,20,49,33,22,12,24,21,24,22,21,18,24,26,21,30,19,109,13,36,20,25,41,34,34,20,20,21,20,26,28,23,22,20,27,23,21,25,38,19,21,19,42,21,31,24,88,22,28,26,21,28,23
