0,100,43,35,10,23,39,34,38,23,16,46,35,23,44,29,42,27,14,21,13,41,12,26,15,40,43,17,21,27,10,15,15,19,70,6,23,36,49,17,42,10,16,52,27,19,8,17,8,19,14,40,25,59,36,44,25,28,49,12,18,38,48,6,29,68,17,22,36,16,14,8,31,21,38,40,38,12,65,23,12,29,10,6,28,29,34,53,10,23,14,10,24,24,10,41,10,63,14,32,8,43,25,14,70,76,10,54,51,17,35,27,12,10,23,48,25,34,48,6,25,16,40,14,6,10,136,23,55,52,10,23,62,36,12,48,24,28,12,14,21,32,33,15,33,34,21,19,10,23,25,31,27,10,31,57,24,29,36,19,28,8,39,21,8,33,48,17,19,61,26,52,35,41,49,46,13,49,8,19,17,50,10,29,30,41,70,19,12,25,42,46,14,108,19,15,39,61,32,34,35,12,31,39,37,10,24,8,47,36,21,44,29,37,47,39,23,24,18,17,58,29,16,21,92,32,23,35,36,23,38,34,42,19,17,40,29,22,43,46,25,12,21,36,34,41,94,44,33,33,32,40,25,43,27,36,12,38,25,38,43,12,37,6,44,40,36,40,43,44,38,32,10,58,37,24,8,15,33,38,26,58,39,24,32,15,8,19,8,19,21,22,12,16,30,16,12,12,47,37,26,21,28,21,33,19,33,26,19,27,8,34,25,110,20,46,17,16,44,34,33,14,24,14,17,21,29,25,19,21,28,14,15,16,40,10,10,19,41,9,29,27,93,23,30,32,19,31,8
100,0,93,98,96,93,92,95,101,95,98,92,96,98,94,93,100,94,94,92,101,98,97,98,99,101,102,97,99,97,97,94,97,99,91,99,97,95,93,94,94,95,95,99,95,94,97,95,98,95,96,96,97,93,97,98,97,92,99,99,98,89,89,99,95,96,97,98,97,96,96,98,91,94,99,102,99,98,100,94,99,95,96,98,101,96,98,95,99,93,97,95,97,91,97,98,97,93,98,96,98,97,97,98,97,97,98,99,95,96,97,100,99,99,98,106,96,100,93,100,97,94,101,97,98,97,133,93,93,99,96,101,96,94,99,87,94,96,100,100,100,97,101,93,98,101,97,99,99,99,89,91,98,99,98,97,100,95,97,99,90,98,95,100,100,93,96,93,96,105,95,88,92,94,96,89,96,103,97,98,96,95,98,94,97,90,101,98,96,98,96,100,98,106,99,96,99,99,96,97,95,97,102,102,101,99,97,98,107,94,97,98,100,97,93,98,97,92,100,97,90,94,97,99,84,98,98,92,97,95,94,95,95,97,97,98,98,98,100,96,100,99,92,94,96,96,101,103,97,96,93,97,96,101,98,96,99,94,95,95,92,97,95,98,98,101,96,92,95,93,94,92,96,85,99,96,99,97,100,94,86,95,100,99,95,97,98,97,100,97,98,92,97,98,94,97,98,97,97,94,99,97,92,93,94,98,96,101,95,95,100,88,99,102,94,92,97,93,86,97,97,95,98,100,97,97,93,97,98,96,95,98,96,101,98,96,100,98,100,97,101,97,97,99,95,102,97,94,100
43,93,0,36,41,39,40,44,39,37,41,45,36,35,40,38,43,40,40,38,44,39,41,45,41,45,45,41,39,42,41,40,42,37,65,42,40,40,48,38,50,40,39,46,42,39,41,40,42,40,40,42,37,52,43,38,33,42,37,42,42,35,37,42,36,58,41,43,39,39,41,39,36,41,36,39,36,43,64,39,42,36,39,41,41,38,39,50,42,39,40,39,42,40,40,42,39,53,44,31,42,41,35,40,63,72,42,49,50,40,40,42,42,42,36,43,42,40,45,43,40,40,42,40,42,41,123,37,45,43,39,44,65,36,44,36,38,37,43,43,41,41,42,41,44,44,40,42,43,40,37,34,39,43,43,53,45,35,36,39,38,42,37,36,43,36,47,40,39,60,39,45,38,40,47,43,40,48,41,36,40,47,42,39,38,43,65,38,40,36,37,43,42,103,40,38,33,56,38,33,42,41,42,46,46,43,46,42,46,36,37,32,39,39,42,46,35,41,44,40,61,41,41,43,88,42,40,42,44,40,37,42,41,40,41,43,42,43,45,47,41,42,40,45,42,34,89,45,45,42,39,36,43,36,41,36,42,37,39,44,39,41,39,42,42,47,41,42,34,39,46,39,41,54,44,36,42,41,39,43,39,57,42,44,45,41,42,41,43,37,36,41,42,43,39,41,41,42,46,40,37,40,40,40,41,36,36,47,41,33,43,37,43,107,41,39,40,40,40,40,43,40,40,45,41,41,38,41,36,35,39,42,41,44,45,40,43,41,46,39,44,40,96,34,37,46,40,37,44
35,98,36,0,32,27,30,25,39,30,29,40,26,31,39,27,32,34,30,28,36,25,34,40,33,38,40,30,30,29,33,33,31,31,65,33,31,30,40,26,50,32,27,37,31,26,33,28,36,31,31,32,33,47,40,41,27,31,39,36,34,28,37,33,37,54,30,35,39,30,30,32,30,28,28,29,28,29,60,31,32,28,32,32,28,35,27,45,33,31,33,33,34,29,33,38,33,59,34,17,36,33,23,31,60,66,33,45,42,28,33,32,36,31,25,35,27,34,37,35,25,30,41,33,33,33,128,25,36,50,32,35,62,24,36,42,31,20,33,37,31,28,26,31,35,34,30,38,36,29,34,31,33,35,32,52,32,32,25,32,28,36,23,36,34,26,41,30,29,52,30,48,30,29,40,42,31,52,34,30,30,46,30,22,16,31,60,30,34,28,28,37,32,97,29,30,38,56,29,19,28,34,31,40,34,35,34,36,46,29,25,32,33,33,43,41,29,30,33,28,54,28,29,32,80,29,32,33,36,31,31,31,31,32,31,37,31,35,40,49,30,36,30,37,29,34,85,44,31,33,25,31,33,29,34,29,36,31,31,40,30,34,36,32,36,42,37,40,28,40,34,22,34,55,36,25,33,31,31,40,36,39,37,32,40,32,36,29,34,31,30,34,28,32,24,33,33,33,38,24,28,32,28,30,34,28,31,35,33,35,34,29,36,105,30,30,30,33,39,33,26,31,28,34,30,33,27,25,28,29,26,36,31,37,29,34,33,33,43,33,33,31,90,31,20,38,33,24,35
10,96,41,32,0,20,38,34,38,22,12,44,33,21,39,30,40,24,11,18,13,38,10,23,12,38,43,16,20,26,7,8,15,18,69,8,19,33,46,13,40,7,13,51,25,17,8,16,8,17,8,38,21,57,34,40,23,28,47,9,13,33,47,7,27,66,16,19,33,11,11,6,29,21,36,39,36,11,64,21,10,28,7,8,25,27,31,50,7,21,8,2,22,17,8,42,4,61,13,28,7,42,22,10,68,74,4,51,50,16,33,22,8,5,21,47,25,30,45,7,23,13,37,11,8,2,134,20,52,50,5,22,63,33,5,46,23,28,9,9,19,30,31,12,32,34,18,16,6,22,24,29,26,4,28,56,24,27,34,16,25,8,36,19,4,30,47,12,16,60,23,49,33,40,47,44,6,46,6,19,14,47,9,27,28,38,68,18,10,23,40,44,14,105,19,12,37,60,29,32,30,8,32,39,35,4,20,7,46,33,20,42,23,36,45,34,20,22,15,17,57,26,12,17,89,32,23,33,35,21,35,32,41,16,17,39,29,19,41,43,19,8,19,33,31,39,92,44,32,32,31,39,23,40,23,34,7,35,22,35,42,8,35,9,41,37,34,37,41,41,37,27,6,55,36,20,2,15,31,35,22,54,36,23,29,12,7,17,4,18,18,18,12,17,28,11,7,8,46,34,26,18,25,20,30,16,32,26,17,25,3,32,23,105,17,44,17,13,41,31,31,8,22,10,18,19,30,23,19,21,25,11,14,12,39,6,4,16,39,6,26,25,92,21,30,29,16,31,7
23,93,39,27,20,0,36,29,34,22,19,43,34,8,36,21,34,24,19,16,21,37,21,30,17,42,41,15,16,23,21,18,16,17,64,22,22,33,42,8,41,18,17,45,21,16,21,7,22,17,19,35,22,52,35,43,20,20,43,23,21,30,40,22,28,59,15,22,34,20,20,20,24,19,35,36,35,18,58,18,21,26,20,21,24,25,30,44,21,18,19,19,16,16,20,36,19,58,19,25,22,37,15,22,64,69,21,42,44,10,24,24,23,21,15,35,18,31,44,23,11,18,38,20,22,21,134,16,48,46,18,23,62,30,23,39,21,24,21,24,15,30,19,19,26,31,23,18,22,17,20,23,21,23,26,51,27,21,27,14,18,22,34,19,22,24,42,15,6,56,18,45,31,35,42,45,19,47,21,13,12,49,18,15,22,34,61,12,20,23,23,37,21,97,13,14,39,58,19,28,31,21,25,41,37,23,22,22,47,28,15,39,22,32,41,36,12,19,24,7,53,19,17,19,85,23,17,31,30,18,31,30,33,16,15,39,23,22,44,42,25,23,20,32,31,34,89,40,26,28,24,36,24,36,24,24,23,31,18,35,38,21,30,20,41,40,35,31,38,41,33,29,21,56,31,13,21,17,30,37,22,53,32,21,30,19,22,18,22,15,14,17,16,21,23,24,22,21,46,32,21,19,23,16,29,17,30,25,18,25,22,30,23,105,20,31,16,20,39,30,25,19,12,21,17,17,21,20,17,18,21,23,17,24,38,20,22,16,43,21,26,18,91,18,21,34,17,25,23
39,92,40,30,38,36,0,35,41,36,36,43,35,37,43,30,36,38,33,34,36,35,38,41,37,41,42,34,34,38,38,36,34,36,68,38,39,31,42,36,49,38,35,46,36,36,37,38,40,39,37,29,38,43,35,40,36,36,47,41,40,32,38,38,40,62,34,39,40,35,37,38,38,33,38,39,38,34,63,36,37,32,37,37,38,36,31,48,36,37,29,38,38,33,39,36,38,55,34,36,40,37,35,37,63,73,38,47,45,38,37,42,41,36,36,43,32,39,40,39,34,35,44,37,38,38,132,33,45,48,37,37,63,33,41,39,38,31,35,39,35,40,34,30,35,40,37,43,40,37,35,37,38,40,38,49,37,39,33,39,30,40,34,43,37,31,43,34,37,58,38,48,39,40,45,35,36,47,39,38,37,49,36,36,35,35,62,37,39,39,44,44,40,99,38,34,39,53,36,32,37,38,38,45,39,40,38,40,43,30,33,38,32,29,41,38,36,37,38,38,52,36,38,37,85,41,39,30,41,38,33,35,35,40,34,40,40,39,41,45,39,41,40,37,39,39,93,40,40,35,34,38,33,34,41,30,41,33,38,38,34,38,36,37,40,41,38,36,35,40,29,34,40,51,27,35,36,35,36,35,35,49,42,39,40,37,40,37,37,40,39,36,34,37,34,37,37,34,43,34,38,38,37,38,39,39,37,39,40,39,37,36,30,109,36,34,38,33,29,37,36,37,37,37,37,39,31,38,39,40,35,39,35,40,35,39,37,41,47,38,39,40,92,39,36,34,40,30,37
34,95,44,25,34,29,35,0,41,31,27,51,27,31,44,6,41,26,30,26,31,34,33,40,32,45,41,26,28,27,32,32,25,29,71,32,34,35,44,29,51,31,26,47,34,25,34,28,34,32,30,33,32,48,42,37,28,32,45,36,33,31,41,32,33,65,26,36,36,32,29,31,31,28,37,34,37,27,52,30,33,28,32,32,31,28,24,45,33,30,32,33,33,28,32,26,31,68,33,31,34,36,29,33,67,68,32,51,44,29,31,35,36,30,26,38,26,35,41,34,26,29,44,32,31,32,130,26,49,50,32,38,63,30,33,45,36,17,32,34,26,24,28,32,36,26,28,31,33,33,37,35,33,34,35,58,30,27,32,30,29,34,33,35,33,28,48,27,26,46,27,47,34,20,38,43,30,51,33,29,33,51,30,29,27,30,63,30,33,32,33,44,31,98,27,28,42,54,26,30,32,33,23,43,41,34,35,34,50,34,31,44,35,32,43,39,25,32,31,27,56,27,26,30,84,26,31,30,37,29,32,34,41,30,24,34,34,36,44,47,37,36,32,40,31,38,89,38,32,28,10,38,34,37,35,34,36,32,35,41,38,33,36,31,40,46,30,41,37,40,31,32,33,58,37,27,33,25,28,41,36,56,36,32,37,34,34,28,33,28,28,33,27,29,14,34,34,33,40,34,24,28,25,24,32,30,30,35,31,29,33,25,33,106,32,40,31,35,40,27,29,29,35,32,28,35,5,26,29,31,22,34,26,35,37,33,32,30,46,31,35,29,92,30,23,36,31,9,33
38,101,39,39,38,34,41,41,0,34,38,49,40,35,44,36,38,39,37,36,40,39,38,48,39,42,47,37,36,36,38,38,38,37,65,37,37,38,52,35,52,37,38,56,38,37,38,35,36,34,38,40,39,61,44,37,39,39,44,40,37,34,44,37,39,67,36,43,42,39,38,36,41,38,38,35,38,38,71,36,39,40,37,37,41,41,40,57,38,36,37,37,37,36,38,43,38,63,41,33,38,47,34,38,75,78,37,57,51,35,40,41,40,38,40,37,37,41,47,38,35,38,44,39,37,37,136,38,51,46,37,40,62,42,39,43,40,35,39,41,37,36,39,39,40,36,35,35,40,38,42,25,40,38,43,60,42,35,32,36,39,39,38,35,36,36,44,38,36,67,39,51,31,39,50,44,38,54,37,36,37,50,38,36,33,41,72,36,36,38,39,43,40,108,38,36,23,58,35,36,38,36,38,45,43,38,44,39,50,37,36,40,39,41,40,38,34,40,41,35,61,36,38,38,89,35,37,38,34,36,38,41,40,34,37,43,41,43,46,49,42,40,38,41,38,42,89,46,36,38,35,38,42,42,40,37,40,38,36,42,40,36,34,37,46,40,34,42,39,42,42,37,38,60,40,36,38,38,37,42,39,58,40,44,41,39,37,34,36,36,37,40,37,40,34,42,40,39,48,41,36,37,37,34,39,36,38,43,39,38,38,38,41,112,40,43,37,39,46,39,38,38,36,40,37,35,36,36,36,31,39,42,38,42,42,37,38,34,46,37,43,40,99,35,35,44,32,34,39
23,95,37,30,22,22,36,31,34,0,24,40,31,16,39,26,40,24,20,14,20,35,22,23,20,39,36,18,20,24,23,22,18,21,66,22,21,33,41,21,43,19,22,47,22,16,19,20,20,20,23,36,21,59,36,40,22,24,44,20,22,23,37,22,28,65,18,22,33,16,22,18,28,15,34,32,33,21,63,24,23,24,17,21,28,29,31,51,20,22,21,20,21,18,21,38,23,55,22,26,20,41,23,15,65,72,20,50,47,20,31,24,20,20,22,46,20,35,45,23,23,22,33,17,22,19,131,14,52,49,17,25,60,30,23,46,17,23,21,18,22,27,30,19,32,35,21,21,21,18,21,29,25,22,29,53,22,25,33,19,19,20,32,17,21,30,44,19,21,58,25,51,29,37,46,41,19,44,20,18,20,49,21,27,26,39,68,20,21,20,40,43,22,103,19,19,35,59,28,29,34,22,28,33,34,22,22,20,42,35,17,36,19,33,44,35,20,22,23,20,55,21,24,25,89,27,17,33,33,23,36,27,35,18,18,40,25,22,39,44,19,20,12,31,28,37,91,32,28,29,28,38,18,41,21,35,19,36,18,36,39,22,33,21,40,39,34,30,39,40,36,26,20,55,35,20,20,19,32,36,22,52,37,20,28,15,20,20,21,17,18,19,20,21,27,25,24,19,40,31,21,20,25,17,32,16,28,27,20,27,21,32,15,104,13,45,19,21,44,26,29,22,23,17,18,23,26,17,16,19,26,21,19,19,40,19,21,19,39,19,28,22,88,15,26,28,18,29,22
